source_pdf,page_number,accident_code,accident_name,basic_fault_ratio,modification_factors,related_cases,raw_text
과실비율인정기준,519,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:518; 고 [거:4; 시야장애:+5,,"제3장.
자동차와
자전거(농기계
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 518
2) 직진 대 좌회전 사고 [거4]
직진 자전거 대 왼쪽 일시정지위반 좌회전 자동차
거4-1
(A) 직진 (일시정지 표지 없음)
(B) 좌회전 (일시정지 위반)
기본 과실비율 A10 B90
A 야간·기타 시야장애 +5
A 인근에 자전거도로가
+5
과 있는 경우
실
A 현저한 과실 +5
비
율 A 중대한 과실 +10
① A 명확한 선진입 -10
조
A 어린이·노인·장애인 -10
정
예 B 현저한 과실 +10
시 B 중대한 과실 +20
② B 일시정지 -10
① B 명확한 선진입 -10
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 428 기준
일시정지위반 좌회전 자전거 대 오른쪽 직진 자동차
거4-2
(A) 좌회전 (일시정지 위반)
(B) 직진 (일시정지 표지 없음)
기본 과실비율 A60 B40
A 야간·기타"
과실비율인정기준,520,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:519; 여 양측의 기본 과실비율을:10; 여 양측의 기본 과실비율을:60; 능성을 높일 수 있었으므로 일시정지를 한 쪽의 과실을:10,,"제3장.
자동차와
자전거(농기계
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 519
사고 상황
⊙ 거4-1 신호기에 의해 교통정리가 이루어지고 있지 않고 한쪽에 일시정지 표지가 있는 동일
폭의 교차로에서 일시정지를 위반하여 좌회전하는 B차량과 직진하는 A자전거가 충돌한
사고이다.(직진하는 A자전거의 주행방향은 고려하지 않는다.)
⊙ 거4-2 신호기에 의해 교통정리가 이루어지고 있지 않고 한쪽에 일시정지 표지가 있는 동일
폭의 교차로에서 일시정지를 위반하여 좌회전하는 A자전거와 직진하는 B차량이 충돌한
사고이다.(직진하는 B자동차의 주행방향은 고려하지 않는다.)
기본 과실비율 해설
⊙ 거4-1 도로교통법 제25조 제6항에 따라 일시정지표시가 있는 곳에서 일시정지의무가 있고,
동법 제26조 제4항에 따라 직진차량에게 우선권이 있는데, B차량이 좌회전차량으로서
일시정지의무를 위반하였고, 자전거는 통상 저속으로 운행하므로 B차량으로서는 이를
발견하여 사"
과실비율인정기준,521,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:520,,"제3장.
자동차와
자전거(농기계
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 520
관련 법규
⊙ 도로교통법 제25조(교차로 통행방법)
⑥ 모든 차의 운전자는 교통정리를 하고 있지 아니하고 일시정지나 양보를 표시하는 안전
표지가 설치되어 있는 교차로에 들어가려고 할 때에는 다른 차의 진행을 방해하지 아니
하도록 일시정지하거나 양보하여야 한다.
⊙ 도로교통법 제31조(서행 또는 일시정지할 장소)
① 모든 차 또는 노면전차의 운전자는 다음 각 호의 어느 하나에 해당하는 곳에서는 서행
하여야 한다.
1. 교통정리를 하고 있지 아니하는 교차로
② 모든 차 또는 노면전차의 운전자는 다음 각 호의 어느 하나에 해당하는 곳에서는 일시정지
하여야 한다.
1. 교통정리를 하고 있지 아니하고 좌우를 확인할 수 없거나 교통이 빈번한 교차로"
과실비율인정기준,522,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:521; 시야장애:+5,,"제3장.
자동차와
자전거(농기계
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 521
좌회전 자전거 대 오른쪽 일시정지위반 직진 자동차
거4-3
(A) 좌회전 (일시정지 표지 없음)
(B) 직진 (일시정지 위반)
기본 과실비율 A10 B90
A 야간·기타 시야장애 +5
A 인근에 자전거도로가
+5
과 있는 경우
실
비 A 현저한 과실 +5
율 A 중대한 과실 +10
① A 명확한 선진입 -10
조
정 A 어린이·노인·장애인 -10
예
B 현저한 과실 +10
시
B 중대한 과실 +20
① B 명확한 선진입 -10
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 426 기준
일시정지위반 직진 자전거 대 왼쪽 좌회전 자동차
거4-4
(A) 직진(일시정지 위반)
(B) 좌회전(일시정지 표지 없음)
기본 과실비율 A50 B50
A 야간·기타 시야장애 +5
A 인근에 자전거도로가
+5
과 있는 경우
실
"
과실비율인정기준,523,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:522; 여 양측의 기본 과실비율을:50,,"제3장.
자동차와
자전거(농기계
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 522
사고 상황
⊙ 거4-3 신호기에 의해 교통정리가 이루어지고 있지 않고 한쪽에 일시정지 표지가 있는
동일 폭의 교차로에서 일시정지를 위반하여 직진하는 B차량과 좌회전하는 A자전거가
충돌한 사고이다.(좌회전하는 A자전거의 주행방향은 고려하지 않는다.)
⊙ 거4-4 신호기에 의해 교통정리가 이루어지고 있지 않고 한쪽에 일시정지 표지가 있는
동일 폭의 교차로에서 일시정지를 위반하여 직진하는 A자전거와 좌회전하는 B차량이
충돌한 사고이다.(좌회전하는 B자동차의 주행방향은 고려하지 않는다.)
기본 과실비율 해설
⊙ 거4-3 B차량이 우측 직진차량이지만 일시정지의무를 위반하였고 자전거는 통상 저속
으로 운행하므로 B차량으로서는 이를 발견하여 사고의 발생을 회피할 수 있다는 점 및
자전거는 차량에 비하여 상대방에게 가해의 위험성이 현저히 낮다는 점을 감안하여 양측의
기본 과실비"
과실비율인정기준,524,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:523,,"제3장.
자동차와
자전거(농기계
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 523
⊙ 도로교통법 제31조(서행 또는 일시정지할 장소)
① 모든 차 또는 노면전차의 운전자는 다음 각 호의 어느 하나에 해당하는 곳에서는 서행하여야 한다.
1. 교통정리를 하고 있지 아니하는 교차로
② 모든 차 또는 노면전차의 운전자는 다음 각 호의 어느 하나에 해당하는 곳에서는 일시정지
하여야 한다.
1. 교통정리를 하고 있지 아니하고 좌우를 확인할 수 없거나 교통이 빈번한 교차로"
과실비율인정기준,525,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:524; 고 [거:5; 시야장애:+5,,"제3장.
자동차와
자전거(농기계
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 524
3) 직진 대 우회전 사고 [거5]
일시정지위반 우회전 자전거 대 왼쪽 직진 자동차
거5-1
(A) 우회전(일시정지 위반)
(B) 직진
기본 과실비율 A60 B40
A 야간·기타 시야장애 +5
A 인근에 자전거도로가
+5
과 있는 경우
실 A 현저한 과실 +5
비
A 중대한 과실 +10
율
① A 일시정지 -10
조 ② A 명확한 선진입 -10
정
A 어린이·노인·장애인 -10
예
시 B 현저한 과실 +10
B 중대한 과실 +20
① B 명확한 선진입 -10
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 436 기준
직진 자전거 대 오른쪽 일시정지위반 우회전 자동차
거5-2
(A) 직진
(B) 우회전(일시정지 위반)
기본 과실비율 A10 B90
A 야간·기타 시야장애 +5
A 인근에 자전거도로가
+5
과 있"
과실비율인정기준,526,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:525; 여 양측의 기본 과실비율을:60; 여 양측의 기본 과실비율을:10; 능성을 높일 수 있었으므로 일시정지를 한 쪽의 과실을:10,,"제3장.
자동차와
자전거(농기계
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 525
사고 상황
⊙ 거5-1 신호기에 의해 교통정리가 이루어지고 있지 않고 한쪽에 일시정지 표지가 있는
교차로에서 일시정지 표지를 위반하여 우회전하는 A자전거와 A자전거의 진행방향 좌측
도로를 이용하여 A자전거와 동일방향으로 직진하는 B차량이 충돌한 사고이다.
⊙ 거5-2 신호기에 의해 교통정리가 이루어지고 있지 않고 한쪽에 일시정지 표지가 있는
교차로에서 일시정지 표지를 위반하여 우회전하는 B차량과 B차량의 진행방향 좌측도로를
이용하여 B차량과 동일방향으로 직진하는 A자전거가 충돌한 사고이다.
기본 과실비율 해설
⊙ 거5-1 A자전거는 우회전을 하면서 일시정지의무를 위반하였으므로 차9-1 기준을 준용
하되, 자전거는 통상 저속으로 운행하므로 B차량으로서는 이를 발견하여 사고의 발생을
회피할 수 있다는 점 및 자전거는 차량에 비하여 상대방에게 가해의 위험성이 현저히 낮"
과실비율인정기준,527,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:526; 도로교통법 제:27; 는 것으로서 일시정지표시(노면표지 일련번호:614; 여(도로교통법 제:31,2000. 2. 25. 선고 1999다31704 판결; 2014. 4. 10. 선고 2013다64670 판결,"제3장.
자동차와
자전거(농기계
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 526
⊙ 도로교통법 제26조(교통정리가 없는 교차로에서의 양보운전)
① 교통정리를 하고 있지 아니하는 교차로에 들어가려고 하는 차의 운전자는 이미 교차로에
들어가 있는 다른 차가 있을 때에는 그 차에 진로를 양보하여야 한다.
⊙ 도로교통법 제31조(서행 또는 일시정지할 장소)
① 모든 차 또는 노면전차의 운전자는 다음 각 호의 어느 하나에 해당하는 곳에서는 서행하여야 한다.
1. 교통정리를 하고 있지 아니하는 교차로
② 모든 차 또는 노면전차의 운전자는 다음 각 호의 어느 하나에 해당하는 곳에서는 일시정지
하여야 한다.
1. 교통정리를 하고 있지 아니하고 좌우를 확인할 수 없거나 교통이 빈번한 교차로
참고 판례
⊙ 대법원 2000. 2. 25. 선고 1999다31704 판결
교통정리가 행하여지고 있지 아니하는 교차로에서 좌회전하려는 차량은 서행할 의무는
있으나 도로교통"
과실비율인정기준,528,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:527; 시야장애:+5,,"제3장.
자동차와
자전거(농기계
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 527
일시정지위반 직진 자전거 대 오른쪽 우회전 자동차
거5-3
(A) 직진(일시정지 위반)
(B) 우회전(일시정지 표지 없음)
기본 과실비율 A60 B40
A 야간·기타 시야장애 +5
A 인근에 자전거도로가
+5
과 있는 경우
실 A 현저한 과실 +5
비
A 중대한 과실 +10
율
① A 일시정지 -10
조 ② A 명확한 선진입 -10
정
A 어린이·노인·장애인 -10
예
시 B 현저한 과실 +10
B 중대한 과실 +20
② B 명확한 선진입 -10
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 438 기준
우회전 자전거 대 왼쪽 일시정지위반 직진 자동차
거5-4
(A) 우회전(일시정지 표지 없음)
(B) 직진(일시정지 위반)
기본 과실비율 A0 B100
A 야간·기타 시야장애 +5
A 인근에 자전거도로가
+5"
과실비율인정기준,529,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:528; 능성을 높일 수 있었으므로 일시정지를 한 쪽의 과실을:10,,"제3장.
자동차와
자전거(농기계
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 528
사고 상황
⊙ 거5-3 신호기에 의해 교통정리가 이루어지고 있지 않고 한쪽에 일시정지 표지가 있는
교차로에서 일시정지 표지를 위반하여 직진하는 A자전거와 다른 도로를 이용하여 A자전
거와 동일방향으로 우회전하는 B차량이 충돌하는 사고이다.
⊙ 거5-4 신호기에 의해 교통정리가 이루어지고 있지 않고 한쪽에 일시정지 표지가 있는
교차로에서 일시정지 표지를 위반하여 직진하는 B차량과 다른 도로를 이용하여 B차량과
동일방향으로 우회전하는 A자전거가 충돌한 사고이다.
기본 과실비율 해설
⊙ 거5-3 B차량이 직진하면서 일시정지의무를 위반하였고, 자전거는 통상 저속으로 운행
하므로 B차량으로서는 이를 발견하여 사고의 발생을 회피할 수 있다는 점 및 자전거는
차량에 비하여 상대방에게 가해의 위험성이 현저히 낮다는 점을 감안하여 양측의 기본
과실비율을 60:40으로 정하였다.
"
과실비율인정기준,530,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:529,,"제3장.
자동차와
자전거(농기계
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 529
관련 법규
⊙ 도로교통법 제25조(교차로 통행방법)
⑥ 모든 차의 운전자는 교통정리를 하고 있지 아니하고 일시정지나 양보를 표시하는 안전
표지가 설치되어 있는 교차로에 들어가려고 할 때에는 다른 차의 진행을 방해하지 아니
하도록 일시정지하거나 양보하여야 한다.
⊙ 도로교통법 제26조(교통정리가 없는 교차로에서의 양보운전)
① 교통정리를 하고 있지 아니하는 교차로에 들어가려고 하는 차의 운전자는 이미 교차로에
들어가 있는 다른 차가 있을 때에는 그 차에 진로를 양보하여야 한다.
⊙ 도로교통법 제31조(서행 또는 일시정지할 장소)
① 모든 차 또는 노면전차의 운전자는 다음 각 호의 어느 하나에 해당하는 곳에서는 서행
하여야 한다.
1. 교통정리를 하고 있지 아니하는 교차로
② 모든 차 또는 노면전차의 운전자는 다음 각 호의 어느 하나에 해당하는 곳에서는 일시정지
하여"
과실비율인정기준,532,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:531; 로에서는 도로교통법 제:26; 여 양측의 기본 과실비율을:20; 여 양측의 기본과 실을:40,,"제3장.
자동차와
자전거(농기계
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 531
사고 상황
⊙ 거6-1 신호기에 의해 교통정리가 이루어지고 있지 않는 동일 폭의 교차로에서 서로 다른
도로를 이용하여 교차로에 진입하여 직진하는 A자전거와 A자전거의 진행방향 좌측도로에서
교차로에 진입하여 직진하는 B차량이 충돌한 사고이다.
⊙ 거6-2 신호기에 의해 교통정리가 이루어지고 있지 않은 동일 폭의 교차로에서 서로 다른
도로를 이용하여 교차로에 진입하여 직진하는 B차량과 B차량의 진행방향 좌측도로에서
교차로에 진입하여 직진하는 A자전거가 충돌한 사고이다.
기본 과실비율 해설
⊙ 거6-1 신호기가 없는 동일 폭의 교차로에서는 도로교통법 제26조 제3항에 따라 우측
도로에서 진행한 A자전거에게 우선권이 있고 자전거는 통상 저속으로 운행하므로 B차량
으로서는 이를 발견하여 사고의 발생을 회피할 수 있다는 점 및 자전거는 차량에 비하여
상대방에게 가해의 위험성"
과실비율인정기준,534,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:533; 로의 경우 도로교통법 제:26; 여 양측의 기본 과실비율을:10; 여 양측의 기본 과실비율을:50; 함은 도로교통법 제:26,,"제3장.
자동차와
자전거(농기계
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 533
사고 상황
⊙ 거6-3 신호기에 의해 교통정리가 이루어지고 있지 않는 다른 폭의 교차로에서 대로를
이용하여 교차로에 진입하여 직진하는 A자전거와 소로를 이용하여 교차로에 진입하여
직진하는 B차량이 충돌한 사고이다.
⊙ 거6-4 신호기에 의해 교통정리가 이루어지고 있지 않는 다른 폭의 교차로에서 대로를
이용하여 교차로에 진입하는 직진 B차량과 소로를 이용하여 교차로에 진입하여 직진하는
A자전거가 충돌한 사고이다.
기본 과실비율 해설
⊙ 거6-3 신호기가 없는 다른 폭의 교차로의 경우 도로교통법 제26조 제2항에 따라 대로를
진행하는 A자전거에게 우선권이 있고 자전거는 통상 저속으로 운행하므로 B차량으로서
는 이를 발견하여 사고의 발생을 회피할 수 있다는 점 및 자전거는 차량에 비하여 상대방
에게 가해의 위험성이 현저히 낮다는 점을 감안하여 양측의 기본 과실비율을 1"
과실비율인정기준,535,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:534; 는 도로교통법 제:26; 서 원심이:1,1999. 8. 24. 선고 99다21264 판결; 1997. 6. 27. 선고 97다14187 판결,"제3장.
자동차와
자전거(농기계
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 534
③ 교통정리를 하고 있지 아니하는 교차로에 동시에 들어가려고 하는 차의 운전자는 우측
도로의 차에 진로를 양보하여야 한다.
참고 판례
⊙ 대법원 1999. 8. 24. 선고 99다21264 판결
교통정리가 행하여지지 않는 교차로에 진입하려던 갑이 폭이 넓은 도로에서 을이 교차로로
직진해 오는 것을 발견하고도 제한속도를 초과하여 교차로에 그대로 진입하였고, 을 역시 서행
하거나 별다른 안전조치를 취함이 없이 교차로에 진입하여 먼저 진입한 갑의 차와 충돌한
경우, 갑의 과실이 을의 과실보다 훨씬 크다고 봄이 상당하다.
⊙ 대법원 1997. 6. 27. 선고 97다14187 판결
교차로상의 통행우선권을 결정하는 도로교통법 제26조2항(구법 제22조 제6항) 상의 “도로의
폭이 넓은 경우”란 자동차를 운전 중에 있는 통상의 운전자가 그 판단에 의하여 자기가 통행
하고 있"
과실비율인정기준,536,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:535; 고 [거:7; 시야장애:+5,,"제3장.
자동차와
자전거(농기계
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 535
2) 직진 대 우회전 사고 [거7]
오른쪽 우회전 자전거 대 왼쪽 직진 자동차
거7-1
(A) 우회전
(B) 직진
기본 과실비율 A50 B50
A 야간·기타 시야장애 +5
A 인근에 자전거도로가
+5
과 있는 경우
실
A 현저한 과실 +5
비
율 A 중대한 과실 +10
① A 명확한 선진입 -10
조
정 A 어린이·노인·장애인 -10
예
B 현저한 과실 +10
시
B 중대한 과실 +20
① B 명확한 선진입 -10
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 430 기준
왼쪽 직진 자전거 대 오른쪽 우회전 자동차
거7-2
(A) 직진
(B) 우회전
기본 과실비율 A20 B80
A 야간·기타 시야장애 +5
A 인근에 자전거도로가
+5
과 있는 경우
실
A 현저한 과실 +5
비
율 A 중대한 과실 +10
① "
과실비율인정기준,537,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:536; 여 양측의 기본 과실비율을:20,,"제3장.
자동차와
자전거(농기계
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 536
사고 상황
⊙ 거7-1 신호기에 의해 교통정리가 이루어지고 있지 않는 동일 폭의 교차로에서 우회전을
하는 A자전거와 직진하는 B차량이 충돌한 사고이다.
⊙ 거7-2 신호기에 의해 교통정리가 이루어지고 있지 않는 동일 폭의 교차로에서 우회전을
하는 B차량과 직진하는 A자전거가 충돌한 사고이다.
기본 과실비율 해설
⊙ 거7-1 우회전차량과 직진차량 간의 사고로 자전거는 통상 저속으로 운행하므로 B차량
으로서는 이를 발견하여 사고의 발생을 회피할 수 있다는 점 및 자전거는 차량에 비하여
상대방에게 가해의 위험성이 현저히 낮다는 점을 약간 감안하여 양측의 기본 과실비율을
50:50으로 정한다.
⊙ 거7-2 B차량이 우회전차량이고 자전거는 통상 저속으로 운행하므로 B차량으로서는 이를
발견하여 사고의 발생을 회피할 수 있다는 점 및 자전거는 차량에 비하여 상대방에게 가해의
"
과실비율인정기준,538,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:537; 시야장애:+5,,"제3장.
자동차와
자전거(농기계
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 537
오른쪽소로 우회전 자전거 대 왼쪽대로 직진 자동차
거7-3
(A) 소로 우회전
(B) 대로 직진
기본 과실비율 A50 B50
A 야간·기타 시야장애 +5
A 인근에 자전거도로가
+5
과 있는 경우
실
A 현저한 과실 +5
비
율 A 중대한 과실 +10
① A 명확한 선진입 -10
조
정 A 어린이·노인·장애인 -10
예
B 현저한 과실 +10
시
B 중대한 과실 +20
① B 명확한 선진입 -10
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 432 기준
왼쪽대로 직진 자전거 대 오른쪽소로 우회전 자동차
거7-4
(A) 대로 직진
(B) 소로 우회전
기본 과실비율 A10 B90
A 야간·기타 시야장애 +5
A 인근에 자전거도로가
+5
과 있는 경우
실
A 현저한 과실 +5
비
율 A 중대한 과실 +10
① "
과실비율인정기준,539,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:538; 여 양측의 기본 과실비율을:10,,"제3장.
자동차와
자전거(농기계
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 538
사고 상황
⊙ 거7-3 신호기에 의해 교통정리가 이루어지고 있지 않고 다른 폭의 교차로에서 소로를
이용하여 우회전하는 A자전거와 A자전거의 진행방향 좌측 대로에서 직진하는 B차량이
충돌한 사고이다.
⊙ 거7-4 신호기에 의해 교통정리가 이루어지고 있지 않고 다른 폭의 교차로에서 소로를
이용하여 우회전하는 B차량과 B차량의 진행방향 좌측 대로에서 직진하는 A자전거가
충돌한 사고이다.
기본 과실비율 해설
⊙ 거7-3 소로 우회전차량과 대로 직진차량 간의 사고로 자전거는 통상 저속으로 운행하므로
B차량으로서는 이를 발견하여 사고의 발생을 회피할 수 있다는 점 및 자전거는 차량에
비하여 상대방에게 가해의 위험성이 현저히 낮다는 점을 감안하여 양측의 기본 과실비율을
50:50으로 정한다.
⊙ 거7-4 위와 마찬가지로 자전거는 통상 저속으로 운행하므로 B차량으로서는 이를 발"
과실비율인정기준,540,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:539,1993. 11. 26. 선고 93다1466 판결,"제3장.
자동차와
자전거(농기계
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 539
② 교통정리를 하고 있지 아니하는 교차로에 들어가려고 하는 차의 운전자는 그 차가 통행
하고 있는 도로의 폭보다 교차하는 도로의 폭이 넓은 경우에는 서행하여야 하며, 폭이
넓은 도로로부터 교차로에 들어가려고 하는 다른 차가 있을 때에는 그 차에 진로를 양보
하여야 한다.
참고 판례
⊙ 대법원 1993. 11. 26. 선고 93다1466 판결
교통정리가 행하여지고 있지 아니하는 교차로에 들어가려는 모든 차는 그 차가 통행하고 있는
도로의 폭보다 교차하는 도로의 폭이 넓은 경우에는 서행하여야 하며, 폭이 넓은 도로로부터
그 교차로에 들어가려고 하는 다른 차가 있는 때에는 그 차에게 진로를 양보하여야 하는것이
므로, 차가 폭이 좁은 도로에서 교통정리가 행하여지고 있지 아니하는 교차로에 들어가려는
경우는 먼저 서행하면서 폭이 넓은 도로에서 그 교차로에 들어가려고 하는 차"
과실비율인정기준,541,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:540; 시야장애:+5,,"제3장.
자동차와
자전거(농기계
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 540
오른쪽대로 우회전 자전거 대 왼쪽소로 직진 자동차
거7-5
(A) 대로 우회전
(B) 소로 직진
기본 과실비율 A10 B90
A 야간·기타 시야장애 +5
A 인근에 자전거도로가
+5
과 있는 경우
실
A 현저한 과실 +5
비
율 A 중대한 과실 +10
① A 명확한 선진입 -10
조
정 A 어린이·노인·장애인 -10
예
B 현저한 과실 +10
시
B 중대한 과실 +20
① B 명확한 선진입 -10
※사고발생, 손해확대와의 인과관계를 감안하여 기본 과실비율을 가(+), 감(-) 조정 가능합니다.
※舊 434 기준
왼쪽소로 직진 자전거 대 오른쪽대로 우회전 자동차
거7-6
(A) 소로 직진
(B) 대로 우회전
기본 과실비율 A50 B50
A 야간·기타 시야장애 +5
A 인근에 자전거도로가
+5
과 있는 경우
실
A 현저한 과실 +5 비
율 A 중대한 과실 +10
① "
과실비율인정기준,542,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:541; 여 양측의 기본 과실비율을:10; 여 양측의 기본 과실비율을:50,,"제3장.
자동차와
자전거(농기계
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 541
사고 상황
⊙ 거7-5 신호기에 의해 교통정리가 이루어지고 있지 않고 다른 폭의 교차로에서 대로를
이용하여 우회전하는 A자전거와 A자전거의 진행방향 좌측 소로를 이용하여 동일방향
으로 직진하는 B차량과 충돌한 사고이다.
⊙ 거7-6 신호기에 의해 교통정리가 이루어지고 있지 않고 다른 폭의 교차로에서 대로를
이용하여 우회전하는 B차량과 B차량의 진행방향 좌측 소로를 이용하여 동일방향으로
직 진하는 A자전거가 충돌한 사고이다.
기본 과실비율 해설
⊙ 거7-5 대로 우회전차량과 소로 직진차량 간의 자전거는 통상 저속으로 운행하므로 B차량
으로서는 이를 발견하여 사고의 발생을 회피할 수 있다는 점 및 자전거는 차량에 비하여
상대방에게 가해의 위험성이 현저히 낮다는 점을 감안하여 양측의 기본 과실비율을 10:90
로 정한다.
⊙ 거7-6 위와 마찬가지로 자전거는 통상 저속"
과실비율인정기준,543,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:542; 는 도로교통법 제:26; 서 원심이:1,1993. 11. 26. 선고 93다1466 판결,"제3장.
자동차와
자전거(농기계
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 542
② 교통정리를 하고 있지 아니하는 교차로에 들어가려고 하는 차의 운전자는 그 차가 통행
하고 있는 도로의 폭보다 교차하는 도로의 폭이 넓은 경우에는 서행하여야 하며, 폭이
넓은 도로로부터 교차로에 들어가려고 하는 다른 차가 있을 때에는 그 차에 진로를 양보
하여야 한다.
참고 판례
⊙ 대법원 1997. 6. 27. 선고 97다 14187 판결
교차로상의 통행우선순위를 결정하는 도로교통법 제26조 제6항상의 ‘도로의 폭이 넓은 경우’
란 자동차를 운전 중에 있는 통상의 운전자가 그 판단에 의하여 자기가 통행하고 있는 도로의
폭이 교차하는 도로의 폭보다도 객관적으로 상당히 넓다고 일견하여 분별할 수 있는 경우를
의미한다고 해석해야 한다. 따라서 원심이 1.5m의 근소한 노폭의 차이가 있는 것만으로 통행
우선권을 인정한 것은 위법하다.
⊙ 대법원 1993. 11. 26"
과실비율인정기준,545,,,3,고 과실비율 인정기준 │ 제:3; 고유형별 과실비율 적용기준:544; 여 양측의 기본 과실비율을:10; 여 양측의 기본 과실비율을:50; 로에서 도로교통법 제:25,,"제3장.
자동차와
자전거(농기계
포함)의
사고
자동차사고 과실비율 인정기준 │ 제3편 사고유형별 과실비율 적용기준 544
사고 상황
⊙ 거8-1 신호기에 의해 교통정리가 이루어지고 있지 않는 교차로에 진입하여 직진하는
A자전거와 마주보는 방향에서 좌회전하는 B차량이 충돌한 사고이다.
⊙ 거8-2 신호기에 의해 교통정리가 이루어지고 있는 않는 교차로에 진입하여 직진하는
B차량과 마주보는 방향에서 좌회전하는 A자전거가 충돌한 사고이다.
기본 과실비율 해설
⊙ 거8-1 도로교통법 제26조 제4항에 따라 직진차량이 좌회전차량보다 우선권이 있지만,
신호기 없는 교차로에서의 사고이고 자전거는 통상 저속으로 운행하므로 B차량으로서는
이를 발견하여 사고의 발생을 회피할 수 있다는 점 및 자전거는 차량에 비하여 상대방에게 가
해의 위험성이 현저히 낮다는 점을 감안하여 양측의 기본 과실비율을 10:90으로 정한다.
⊙ 거8-2 A자전거가 좌회전 중이고 자전거는 통상 저속으로 운행 하므로 B차량으로서는"
